Index,Wallet Address,X Username,Tier,Total Balance (USD),Total ETH,Robinhood Chain (ETH),Base Chain (ETH),Arbitrum (ETH),Ethereum Mainnet (ETH),Qualification Reason
165,0x882ee59006965acfb41c883f9ee06cb433ffc7ca,"JuliaEliot1hqe",GTD,$21.29,0.007605,0.006614,0.000000,0.000000,0.000991,"Balance >= $10"
166,0xc51956d295c1fdce094731e06113ee4b02542780,"JourneeVicbikd",GTD,$21.28,0.007599,0.006609,0.000000,0.000000,0.000990,"Balance >= $10"
167,0x5d464713670d64b17e90e5889be19ebba3512856,"JuneHavilaofg5",GTD,$21.27,0.007598,0.006566,0.000042,0.000000,0.000990,"Balance >= $10"
168,0x2825ce1da65b3b0833085390cb90455000694a27,"JourneyHollrcz",GTD,$21.27,0.007596,0.006606,0.000000,0.000000,0.000990,"Balance >= $10"
169,0xc8d2942b9734c4811ce061ec4bf9ce949de21a8b,"JuneStreettjjp",GTD,$21.27,0.007595,0.006561,0.000042,0.000001,0.000991,"Balance >= $10"
170,0x378f06e38184e247e4e001deb760008a95ba8a66,"JuneSnowdedj",GTD,$21.26,0.007594,0.006605,0.000000,0.000000,0.000990,"Balance >= $10"
171,0x1630592ca4f7ab572609cf1f3a0fe6afd9565d7b,"JulietteLyp4um",GTD,$21.18,0.007563,0.006572,0.000000,0.000000,0.000991,"Balance >= $10"
172,0x3314e18ead495b5914fa5fc573a5ea5ef902e1b7,"JulietJayrlph",GTD,$21.17,0.007559,0.006569,0.000000,0.000000,0.000990,"Balance >= $10"
173,0xe524720f16aa8e364550658c4d1f43a644f5837f,"JourneeHarftsj",GTD,$20.99,0.007498,0.006464,0.000042,0.000001,0.000991,"Balance >= $10"
174,0x14c0b2105bfc1c6fb0e0e9c13f26f3aec8d11afb,"JordynFrengysk",GTD,$20.99,0.007496,0.006463,0.000042,0.000000,0.000991,"Balance >= $10"
175,0xdf17bd5892d81258768f005145214adf4bd8f16f,"JourneeAlbwr",GTD,$20.92,0.007470,0.006437,0.000042,0.000001,0.000990,"Balance >= $10"
176,0xa52440b246a959e862b775ab0dbc127b800ee0ac,"JosieBuxtoob",GTD,$20.90,0.007465,0.006433,0.000042,0.000000,0.000990,"Balance >= $10"
177,0x179479f314083d4f938268df6db74b93992a009b,"JosephineKcdnbx",GTD,$20.89,0.007460,0.006426,0.000042,0.000001,0.000991,"Balance >= $10"
178,0xa95bb80d2abc7240da524c71fc9d11d63685c7b4,"JosephineVomkf",GTD,$20.86,0.007451,0.006418,0.000042,0.000000,0.000991,"Balance >= $10"
179,0x8936de9b966e14326dfc283facf269c29b87eeb9,"RidizaTech",GTD,$20.86,0.007448,0.007366,0.000000,0.000000,0.000082,"Balance >= $10"
180,0x6c008ae330a9cbbe0228fe8ae3500f3b921f32fb,"AnimeWarriorsBZ",GTD,$20.84,0.007444,0.007402,0.000000,0.000000,0.000042,"Balance >= $10"
181,0x0da6EC05B59CCb30F64d12f16726d185e071a18a,"nubweb3",GTD,$20.80,0.007428,0.007422,0.000000,0.000006,0.000000,"Balance >= $10"
182,0xa58c62960bba96dda2dd34f2539b6f680b39ff89,"JordynHaylrj",GTD,$20.79,0.007424,0.006432,0.000000,0.000001,0.000991,"Balance >= $10"
183,0x325e4cf5028971c25b3f55ca5a8a378aec8e242e,"JosephineAngf",GTD,$20.78,0.007422,0.006431,0.000000,0.000000,0.000991,"Balance >= $10"
184,0xdd0d18a1e02d1f6c17e31ad1985b339b8e614ce8,"Jessicadrdg",GTD,$20.78,0.007420,0.006398,0.000042,0.000000,0.000981,"Balance >= $10"
185,0xfdc75f2829774e469ccafbcec36d428a7ab32a29,"SiennaQuinuzl",GTD,$20.76,0.007415,0.006405,0.000042,0.000000,0.000968,"Balance >= $10"
186,0x7317235a0B109da6fD094889b6C5E22a73eA7053,"@0xsiriusblck",GTD,$20.69,0.007389,0.007314,0.000075,0.000000,0.000000,"Balance >= $10"
187,0x01df30f1074148ab7c04c4904c5562c0b92f3f99,"JaylaWempexsow",GTD,$20.69,0.007388,0.006397,0.000042,0.000001,0.000948,"Balance >= $10"
188,0xc3e04a9bb1b3ff97b3b64c6a79e6f84bb5ddea29,"SiennaStorxffj",GTD,$20.63,0.007368,0.006400,0.000000,0.000000,0.000968,"Balance >= $10"
189,0x5edcc36f0d9335e01e584e8d713f1efd0cde91de,"SkylarDawsgk",GTD,$20.63,0.007368,0.006377,0.000042,0.000000,0.000948,"Balance >= $10"
190,0xf88f2d76adf98a53d375e335092f26a48cd97879,"JadeWestieep",GTD,$20.62,0.007366,0.006419,0.000000,0.000000,0.000946,"Balance >= $10"
191,0xe98a0ef2b9f8e797cd4c3e8538936a68067bc406,"sunio293",GTD,$20.58,0.007351,0.006341,0.000042,0.000000,0.000968,"Balance >= $10"
192,0x762c717c2c9379ae8afbe46eacb23da42dde0947,"JasmineTri5l",GTD,$20.53,0.007332,0.006384,0.000000,0.000000,0.000948,"Balance >= $10"
193,0xe1c983c3ebdfd16bf78c653650194dd2921bff5a,"aliefalmaaa",GTD,$20.42,0.007292,0.007257,0.000000,0.000000,0.000035,"Balance >= $10"
194,0x71f37cae6fbee4821b2607cb0179cee830304e4b,"JulianaDigyhbq",GTD,$20.33,0.007261,0.006229,0.000042,0.000000,0.000990,"Balance >= $10"
195,0x0e4cd8d72ea49aec7a4346057b01b555fb3a0816,"JulietFaircyv",GTD,$20.26,0.007235,0.006203,0.000042,0.000000,0.000990,"Balance >= $10"
196,0x0a556514503cadaeab6f5ce6f98be0d1ceb9e75e,"JourneyRaykmrf",GTD,$20.21,0.007219,0.006187,0.000042,0.000000,0.000990,"Balance >= $10"
197,0x0e10c6b99b30f5c4f57704d4321970f6095e0cc3,"JulietteWintrk",GTD,$20.19,0.007210,0.006177,0.000042,0.000001,0.000990,"Balance >= $10"
198,0x65fb96db2893a028c4c87814a5cb0298ce7fc98b,"JoannaSturjbqb",GTD,$19.91,0.007111,0.006089,0.000042,0.000000,0.000981,"Balance >= $10"
199,0x2196258684f7e00bcab92b4de4f12733b2f2dabe,"JordynLonggqnq",GTD,$19.90,0.007106,0.006072,0.000042,0.000001,0.000991,"Balance >= $10"
200,0x42919cd3a3de50d10c10fafa8844f5fddf9f4afd,"JoannaNewmpgyt",GTD,$19.88,0.007099,0.006076,0.000042,0.000000,0.000981,"Balance >= $10"
201,0x5dcc47b8e52a4d967f9fb039ad26f2f99ef13c94,"JosephineSqxsz",GTD,$19.85,0.007090,0.006056,0.000042,0.000001,0.000991,"Balance >= $10"
202,0xdf26bd60a8ef602771b892fdac4164a11e6b7826,"JoannaHadrbj",GTD,$19.83,0.007082,0.006059,0.000042,0.000001,0.000981,"Balance >= $10"
203,0x27eee537b3eef77cfbf676d15b8dc2317d3e2313,"JosieAlwinni",GTD,$19.81,0.007076,0.006086,0.000000,0.000000,0.000990,"Balance >= $10"
204,0x348f78f6a6492de346589a94276b63a7ac0ca1b5,"JocelynAppsnnh",GTD,$19.75,0.007053,0.006031,0.000042,0.000000,0.000981,"Balance >= $10"
205,0xb84f9a07d4027003a22b28b618e5a5013902c35f,"Jennyspijub",GTD,$19.74,0.007048,0.006025,0.000042,0.000001,0.000981,"Balance >= $10"
206,0xa86ad6638aabde90a64a0effad2449f90d38022b,"SkylarAlexey",GTD,$19.64,0.007015,0.005993,0.000042,0.000000,0.000980,"Balance >= $10"
207,0x6db3e9ae1250cb0a4a9477d3f2570279757a5682,"SerenityTycdns",GTD,$19.59,0.006998,0.006005,0.000042,0.000000,0.000951,"Balance >= $10"
208,0xe19585fcf9f5907b630f2c999322c8ba8ce553a0,"SiennaDixooi",GTD,$19.57,0.006989,0.005979,0.000042,0.000000,0.000968,"Balance >= $10"
209,0xf6ea29cb5e73da98e0eb38cb944c6e8b00854d39,"sushisamurai11",GTD,$19.45,0.006948,0.003547,0.000093,0.000000,0.003309,"Balance >= $10"
210,0xa1ae66238275252e3f2ae04b2db8e2880e86dfb5,"SiennaAllecqq",GTD,$19.28,0.006884,0.005893,0.000042,0.000000,0.000949,"Balance >= $10"
211,0xadaf971a221e00ae3702f4ba48f9971757a041af,"feather839",GTD,$19.24,0.006871,0.000000,0.000000,0.001694,0.005177,"Balance >= $10"
212,0x4f0fe746d302f572921065debe56c80441ccd163,"imcanyon",GTD,$19.13,0.006831,0.000244,0.001300,0.000000,0.005287,"Balance >= $10"
213,0x228AC6304a23cD47C8C05Fa70CDC154128c141a2,"",GTD,$19.03,0.006796,0.006544,0.000044,0.000000,0.000207,"Balance >= $10"
214,0x03e1D39C08af875ddB6CC7E92623dbDA348Ebf25,"@Custas5",GTD,$18.96,0.006772,0.000141,0.006624,0.000000,0.000007,"Balance >= $10"
215,0x9398b40726ee913f047c3b7d8da91d6f811f227c,"bigtegatakes",GTD,$18.93,0.006761,0.006561,0.000000,0.000000,0.000200,"Balance >= $10"
216,0xFa2E79c83A4681C22e02780367f093b75B76FCf2,"@0xhyu",GTD,$18.79,0.006710,0.006509,0.000000,0.000000,0.000200,"Balance >= $10"
217,0xcd3aD96897130DFde95cD1bb133da8255c60C543,"@credible_degen",GTD,$18.76,0.006702,0.006334,0.000079,0.000000,0.000289,"Balance >= $10"
218,0xc0fb8cdac57839e74502b8d53fa7be5ca9e2a3fd,"sonicrocket",GTD,$18.64,0.006659,0.000000,0.001039,0.000000,0.005620,"Balance >= $10"
219,0x66f07eb9934a6ad3406598c99c1aec65d9d6bd43,"rarewalrus2",GTD,$18.25,0.006518,0.000000,0.000237,0.000000,0.006281,"Balance >= $10"
220,0xa0c6ebb4f1f6c8d363e50f5942b66743c6537d53,"SiennaAyleqty",GTD,$18.13,0.006475,0.005479,0.000042,0.000001,0.000953,"Balance >= $10"
221,0xd9207c50dedf778150c25018bd0c8aa9af668b2c,"@Anomaliiq",GTD,$18.03,0.006439,0.006439,0.000000,0.000000,0.000000,"Balance >= $10"
222,0x69cf80f358065571ef108f0a4d7f3e273fd7123f,"solarwind774",GTD,$17.95,0.006412,0.005616,0.000000,0.000000,0.000796,"Balance >= $10"
223,0x44fbe3c4da92359b481a5165cc403e85c0488aa3,"auroraflow",GTD,$17.94,0.006409,0.005460,0.000312,0.000000,0.000637,"Balance >= $10"
224,0xf9aa802c61a1935880433937def6a4f076cac5bf,"justeagle",GTD,$17.94,0.006407,0.001156,0.000000,0.000000,0.005251,"Balance >= $10"
225,0x000004fba09dfdd43f6e1ffcb66d2e3c802f17dd,"velvetmoon11",GTD,$17.92,0.006400,0.006398,0.000000,0.000000,0.000001,"Balance >= $10"
226,0x730b775e49fbb69c536086d206bbeeee13068152,"hawk_eth",GTD,$17.85,0.006376,0.001043,0.000000,0.000000,0.005333,"Balance >= $10"
227,0x5a0541327e0A4Fa4a0467C982ab8fA13589D935A,"@ucup09_",GTD,$17.79,0.006354,0.006316,0.000038,0.000000,0.000000,"Balance >= $10"
228,0x23f08448a5dd20248c2B1a6B5aA471853c605b7a,"goldenvalley33",GTD,$17.71,0.006325,0.006325,0.000000,0.000000,0.000000,"Balance >= $10"
229,0x9f8FFCF4D57DC59056581CD9fB7C1f1592878020,"@djish1066",GTD,$17.58,0.006279,0.005875,0.000000,0.000000,0.000404,"Balance >= $10"
230,0xbd541d316fd79f3e2cba7bad296dd7d4991e8cc9,"@Simon_Kip15",GTD,$17.58,0.006278,0.006075,0.000022,0.000026,0.000154,"Balance >= $10"
231,0xd4f4081ece043fbaccf7d51ec80a6daf7679622f,"@degen_kane1",GTD,$17.57,0.006274,0.006274,0.000000,0.000000,0.000000,"Balance >= $10"
232,0x79f0b1ea9c8ad335f6377e69b0ede7be279833cb,"calmwalrus8",GTD,$17.52,0.006258,0.000836,0.000000,0.000000,0.005421,"Balance >= $10"
233,0x62c45136978458697deb76f05ddb14c63c07ec19,"@omega7679",GTD,$17.26,0.006164,0.003622,0.000000,0.000325,0.002218,"Balance >= $10"
234,0x9160393c3aaf562697f10c687720b3c17ca3f697,"wary_rooster",GTD,$17.22,0.006150,0.000008,0.000045,0.000000,0.006097,"Balance >= $10"
235,0x7B104FA7cf4FbD8b7D65195DfA3eC2DED952AB85,"@Phongkuc",GTD,$17.13,0.006118,0.006109,0.000000,0.000000,0.000009,"Balance >= $10"
236,0xa04c0988f6e41f00b5958bae02b23f307dde9877,"midnightfern551",GTD,$17.09,0.006105,0.006103,0.000000,0.000000,0.000001,"Balance >= $10"
237,0xf1087ba4f53781ad2739c9f1b34c8a111b0fc3f0,"@hieucocghe",GTD,$17.07,0.006097,0.005758,0.000000,0.000000,0.000339,"Balance >= $10"
238,0xdfF1a5dc565a2D8d0C2818f8B190ca8399B869b3,"@Furbi59360",GTD,$17.06,0.006093,0.006061,0.000000,0.000000,0.000032,"Balance >= $10"
239,0xde24c651e776ee2e6e9d0cb121cd70bd6cae9273,"@bhoibravo99",GTD,$17.06,0.006093,0.004066,0.000000,0.000000,0.002026,"Balance >= $10"
240,0x0f0a4f9f11f529275e336cbedd28f29738bf5380,"autumnbreeze892",GTD,$17.05,0.006090,0.006088,0.000000,0.000000,0.000001,"Balance >= $10"
241,0xFACb4f4Cf6ab7e3fbA3Cae8E10FE67E22c6fa535,"@cryptoakun2",GTD,$17.04,0.006086,0.005901,0.000113,0.000000,0.000073,"Balance >= $10"
242,0xFdb0490f793108D8fC692C709C27E4a7855A9142,"pavel256",GTD,$16.94,0.006050,0.005675,0.000000,0.000000,0.000375,"Balance >= $10"
243,0xCD66A71ABD5FDC5e2515B7a8119a9498Ddb104d1,"@cookpaty16",GTD,$16.68,0.005957,0.001531,0.004004,0.000000,0.000422,"Balance >= $10"
244,0x617937e04be23e3c2b49b6c06b39991bd685e6d7,"SerenityHazz",GTD,$16.59,0.005925,0.004929,0.000042,0.000000,0.000954,"Balance >= $10"
245,0x01188B0F3f7ba7633fd9e3F023419dA299b0bC91,"@DhruvRevived",GTD,$16.53,0.005903,0.000875,0.001828,0.000213,0.002987,"Balance >= $10"
246,0xa8cc379059942f6fe1e6fc041171eb83891c9e0c,"dean2003",GTD,$16.18,0.005778,0.000000,0.000318,0.000152,0.005308,"Balance >= $10"
247,0x77170b8b2e6a397097932e9a5196076515ad2154,"@AlaricArancia",GTD,$15.88,0.005671,0.005584,0.000000,0.000087,0.000000,"Balance >= $10"
248,0x4294746458791ba8efd766432a075f050fcce2aa,"sparrow_98",GTD,$15.69,0.005605,0.000000,0.000000,0.000000,0.005605,"Balance >= $10"
249,0x73F6055c2D4E7C5c094Ee29618142f217BE44eA6,"@walirttt",GTD,$15.68,0.005599,0.002107,0.002061,0.000000,0.001431,"Balance >= $10"
250,0x826c2789088acae71b181468c3a3bf20b619c405,"gem_tundra",GTD,$15.55,0.005554,0.000000,0.000000,0.000000,0.005554,"Balance >= $10"
251,0x27e482796c69f0e4699ba3b4f0650b697a099847,"fiddle_96",GTD,$15.47,0.005524,0.000000,0.000000,0.000000,0.005524,"Balance >= $10"
252,0xbe792ed25073b33d750f44d3cae7fa755b542511,"sam_north",GTD,$15.45,0.005517,0.000000,0.000000,0.000253,0.005264,"Balance >= $10"
253,0x0b1f0e5206574956b9fc5779be6fa89dffc08ec5,"daringrosa",GTD,$15.39,0.005496,0.000008,0.000000,0.000249,0.005239,"Balance >= $10"
254,0x84861dE6d8c5caE5D3De3efCda999c11E006D706,"@Khalid87862365",GTD,$15.33,0.005475,0.004457,0.000013,0.000016,0.000990,"Balance >= $10"
255,0x166bab42a20e354e97bdc732e01bc47da4c55b39,"theo_brook",GTD,$15.25,0.005446,0.000000,0.000000,0.000146,0.005300,"Balance >= $10"
256,0xd04f788eeab099e4bd0c8347a9f5795d8b975a47,"shillfarmer",GTD,$15.25,0.005445,0.000000,0.000000,0.000000,0.005445,"Balance >= $10"
257,0xf02c166640bb739f2d7d75d5c62e2a8024a0810c,"primedegen",GTD,$15.21,0.005432,0.000008,0.000153,0.000000,0.005272,"Balance >= $10"
258,0x4803ced935c7dc0f7f4cff79387ed1d93601afbe,"jess_wild",GTD,$15.13,0.005403,0.000000,0.000000,0.000114,0.005289,"Balance >= $10"
259,0x7d59f94dd5bfd1935b4124fa2f3acd1b5ac9bb8b,"vividbidder",GTD,$15.08,0.005385,0.000000,0.000000,0.000000,0.005385,"Balance >= $10"
260,0xa19b636b18f8682bdc1445f1378e170f5c81a942,"tacotuesday41",GTD,$15.07,0.005381,0.004845,0.000121,0.000000,0.000415,"Balance >= $10"
261,0xc10fbd044efb7ac87801987fb3f431cfc5a6a373,"woodenfrog4",GTD,$15.03,0.005366,0.000000,0.000000,0.000000,0.005366,"Balance >= $10"
262,0x8e525bfce1ef40aa8075ef64e45421b5855c8909,"@eternia_xx",GTD,$14.96,0.005342,0.000473,0.004538,0.000057,0.000274,"Balance >= $10"
263,0xaeaddf6b74e2759cbd16d92314457043c6f828fc,"@azittt91",GTD,$14.95,0.005341,0.005340,0.000000,0.000000,0.000000,"Balance >= $10"
264,0xa06121E81B82F7873B840B80d68Eb920A8Bf5601,"hank_smoky",GTD,$14.92,0.005328,0.005233,0.000000,0.000000,0.000095,"Balance >= $10"
265,0x1c165182ba800758aea19c778397b43e7c9e0090,"jpeg547",GTD,$14.90,0.005321,0.000008,0.000000,0.000000,0.005313,"Balance >= $10"
266,0x3bad93c83fad56cf6cb17f6e0c47ebce35e23c5f,"mayapelican",GTD,$14.87,0.005309,0.000000,0.000000,0.000000,0.005309,"Balance >= $10"
267,0xb99982de56ca9cd8cb02051036b19b677208caf4,"dagger143",GTD,$14.75,0.005266,0.000000,0.000000,0.000000,0.005266,"Balance >= $10"
268,0xd4c3aFc6ADcE7622400759D5194e5497b162e39d,"@0xFransiska",GTD,$14.71,0.005254,0.005254,0.000000,0.000000,0.000000,"Balance >= $10"
269,0xff67ebd6ed80b24b467e696d583e9e74c8e2da64,"minthornet",GTD,$14.67,0.005241,0.000008,0.000116,0.000000,0.005117,"Balance >= $10"
270,0x434c59119fbb538d45d899c33756cb74a7755f69,"ingot_98",GTD,$14.65,0.005230,0.000008,0.000000,0.000000,0.005222,"Balance >= $10"
271,0xAb5159505074091813609B0062E10620669435E2,"@Distinctox ",GTD,$14.64,0.005229,0.002155,0.001593,0.000000,0.001481,"Balance >= $10"
272,0x9f0b10376c33fd40ffc625ab49e63a9a2eb8a7da,"jack1992",GTD,$14.62,0.005220,0.000000,0.000000,0.000000,0.005220,"Balance >= $10"
273,0x2bf697ef5f95dd7dae3ddb089a39dc02b031640e,"sats973",GTD,$14.56,0.005202,0.000000,0.000000,0.000000,0.005202,"Balance >= $10"
274,0xe326aa55f1418138f07e31e1050ac9855e47a447,"zzetTalu2vqt",GTD,$14.54,0.005194,0.004878,0.000316,0.000000,0.000000,"Balance >= $10"
275,0xa29a6ec20d7bc1b8c01a4933fab6433b45b5e7eb,"realarrow",GTD,$14.52,0.005186,0.000068,0.000000,0.000000,0.005118,"Balance >= $10"
276,0xfd1a8d4ad07253b309c7ff44e23727be09744bd3,"huskyhedge5",GTD,$14.46,0.005164,0.000008,0.000000,0.000000,0.005156,"Balance >= $10"
277,0x143fDEfc241B809f88987B8cDa459cB9E0A3270c,"@jeffie_jpg",GTD,$14.43,0.005154,0.004755,0.000000,0.000000,0.000399,"Balance >= $10"
278,0x6e7e3d240f79b639246be41876907aca8d636014,"lilseth",GTD,$14.28,0.005099,0.000000,0.000000,0.000000,0.005099,"Balance >= $10"
279,0x15b4ef401bde6c664515aab4ade8f0c8759c2fd0,"mia97car",GTD,$14.26,0.005093,0.000000,0.000000,0.000000,0.005093,"Balance >= $10"
280,0x3f5a90a1949a4451474e092e5126d7444b36beaa,"pauldomino",GTD,$14.24,0.005085,0.000000,0.000000,0.000000,0.005085,"Balance >= $10"
281,0xb056f3095ecd86188764199bb854ae4263e26e3d,"@kingalexglobal",GTD,$14.23,0.005081,0.004841,0.000000,0.000000,0.000239,"Balance >= $10"
282,0x11aad1967a6D3a67c03fE370C8d555B2Ad743889,"@lammyWEB3 ",GTD,$14.22,0.005079,0.003374,0.000059,0.000001,0.001645,"Balance >= $10"
283,0x3c6e15113b7a979575828d4b9e9c60103d0bfc40,"gmvera",GTD,$14.22,0.005078,0.000000,0.000000,0.000000,0.005078,"Balance >= $10"
284,0xc360e938c33dab2c8db130191c077448fed1f74d,"wooden_magpie",GTD,$14.21,0.005074,0.000000,0.000000,0.000000,0.005074,"Balance >= $10"
285,0xf9c7162db6b53f0a29e60ef7075cc407a7925ad0,"thewren12",GTD,$14.20,0.005073,0.000000,0.000000,0.000000,0.005073,"Balance >= $10"
286,0xd204208337d4fba364197533533c9e4aeb190804,"wagmiquill",GTD,$14.20,0.005071,0.000000,0.000000,0.000000,0.005071,"Balance >= $10"
287,0xbe6eed8533e445c2017f5af9a0f8ea1292782bfc,"eager_forge",GTD,$14.17,0.005060,0.000000,0.000000,0.000000,0.005060,"Balance >= $10"
288,0x6863c1a4d4b80fe1805485366004ef1bcef73a22,"vera227",GTD,$14.09,0.005033,0.000000,0.000000,0.000000,0.005033,"Balance >= $10"
289,0x9256aff4218c8b6c16b63d3f13230eaf0ee064ac,"minteli",GTD,$14.08,0.005028,0.000000,0.000000,0.000000,0.005028,"Balance >= $10"
290,0xb7ee45c778621cc99382ec4a4ac7b9cfd0001f69,"hashmoon",GTD,$14.06,0.005021,0.000000,0.000000,0.000000,0.005021,"Balance >= $10"
291,0x2a6f727cf2731aa17e3478cdf1730d49fe0d16ae,"sirjack",GTD,$14.04,0.005016,0.000000,0.000000,0.000000,0.005016,"Balance >= $10"
292,0x69e16dc45a09d37073f1f46f724d073463fdd83b,"lena_node",GTD,$14.04,0.005014,0.000000,0.000000,0.000000,0.005014,"Balance >= $10"
293,0x8d5e496363a88e069eb99423436cfa8d6326d75f,"cloudchaser90",GTD,$14.02,0.005008,0.005008,0.000000,0.000000,0.000000,"Balance >= $10"
294,0x281cfb2cc57a525c807e6fd6ee285945775a48bd,"web3_troop",GTD,$14.00,0.005000,0.005000,0.000000,0.000000,0.000000,"Balance >= $10"
295,0x3fd36fd143725e7fcfd61251d0fc5499e259893d,"",GTD,$13.99,0.004996,0.004418,0.000080,0.000000,0.000498,"Balance >= $10"
296,0x3728744ed7ddf61307bf83d6de3abd057e7655fc,"darkforest14",GTD,$13.90,0.004964,0.004964,0.000000,0.000000,0.000000,"Balance >= $10"
297,0x8681D003404e61B1223445679b555D119dACC22E,"@louizzeye",GTD,$13.90,0.004963,0.001434,0.000000,0.000000,0.003529,"Balance >= $10"
298,0xefa549061108f58d7c93420f2fe07e89726bbd00,"oceanwave22",GTD,$13.89,0.004961,0.004959,0.000000,0.000000,0.000001,"Balance >= $10"
299,0x2aD5BBa6DD4Ed3A8D03C48d7e3313C3B3a1Ac095,"@yousefhamidi5",GTD,$13.86,0.004948,0.002070,0.001221,0.000080,0.001577,"Balance >= $10"
300,0x1f8231Ef50E99D361B5252A24EC2eC44285367e1,"@julesgrand77",GTD,$13.78,0.004921,0.003945,0.000468,0.000205,0.000303,"Balance >= $10"
301,0xa44cd3741cfe011778d0035e6997b78ae2bd9fcc,"@oksblpp_nft",GTD,$13.73,0.004902,0.004896,0.000004,0.000000,0.000001,"Balance >= $10"
302,0xbbf00c4fb9a46a410b21073a482e3601271929c9,"silentpine88",GTD,$13.69,0.004890,0.004890,0.000000,0.000000,0.000000,"Balance >= $10"
303,0xfacc6486cee74ad82bde51d5f4cf0bb14e3fd765,"wildfern73",GTD,$13.43,0.004797,0.004797,0.000000,0.000000,0.000000,"Balance >= $10"
304,0x400b6f18c9aa9a5f8ed91507eb33cacae928004b,"@windinft",GTD,$13.35,0.004769,0.004755,0.000003,0.000000,0.000012,"Balance >= $10"
305,0x0d3c29605ede585899b943235715bdfc098100c5,"@dizarrart",GTD,$13.21,0.004718,0.004711,0.000001,0.000000,0.000006,"Balance >= $10"
306,0x8cE814f429Ae7CF0a40F5d1d5e6A0071dD1981Ec,"@Lionin017",GTD,$13.19,0.004711,0.004709,0.000001,0.000000,0.000001,"Balance >= $10"
307,0xb4ccddbc2f0b73df0208b26b0c3d4ae8d497a0d9,"@midorisann100",GTD,$13.10,0.004677,0.003645,0.000193,0.000000,0.000840,"Balance >= $10"
308,0x6dce569579ac83bcb6e081694c4ad0623671f9f9,"@mrasrix",GTD,$13.08,0.004670,0.004665,0.000002,0.000000,0.000003,"Balance >= $10"
309,0x9f9e1111954c2e00aaf0be0c116c7aa869aea90e,"@nounks_blue",GTD,$12.97,0.004633,0.003532,0.000000,0.000000,0.001101,"Balance >= $10"
310,0xc2a06c7a2d173a221c12a376c6a9000a985a7833,"@Jellystone_Sol",GTD,$12.87,0.004596,0.003623,0.000000,0.000000,0.000973,"Balance >= $10"
311,0x651d8c28Bac10B22bA1dC8a63054DE7076c64F35,"@jisotict",GTD,$12.72,0.004542,0.004399,0.000000,0.000000,0.000143,"Balance >= $10"
312,0x11a917f48296b28183f87e36c1a5e9c2c34c8bf5,"peterjwolff",GTD,$12.62,0.004508,0.004504,0.000000,0.000000,0.000004,"Balance >= $10"
313,0x2d7ec386dfa7c37ab6795b8e8376fbcb58575d39,"r3achntwrk",GTD,$12.62,0.004506,0.004504,0.000000,0.000000,0.000002,"Balance >= $10"
314,0x2F3c202114043C59B328b4a14d30D01d22C23cEB,"@Olisher01",GTD,$12.39,0.004426,0.003780,0.000053,0.000000,0.000593,"Balance >= $10"
315,0xee59B19049F47D8f233D219139BE6E5900D5BEad,"Eira_ozz",GTD,$12.17,0.004347,0.002947,0.000000,0.000000,0.001400,"Balance >= $10"
316,0x2099115A8616267008e793B91f6d4df06Ef45544,"@Bullireddy48393",GTD,$12.14,0.004335,0.004009,0.000014,0.000000,0.000313,"Balance >= $10"
317,0x60616f95789227e589ef3a397a5C37b08CCA6cf1,"@khantlay12341",GTD,$12.12,0.004330,0.002842,0.000015,0.000000,0.001472,"Balance >= $10"
318,0xd1ca398e245eacf8d0756ddf8d11a9b416dac808,"@Indivisible59",GTD,$12.00,0.004286,0.003582,0.000149,0.000000,0.000555,"Balance >= $10"
319,0xc7FF861F7305B6CFEFFaafd6691F1e34B35Ef05E,"stzdao",GTD,$11.98,0.004278,0.003103,0.000082,0.000000,0.001093,"Balance >= $10"
320,0xf8d7028ef0b01d00cdfed7f88cd2fd742fe1b48e,"@qinrzZz",GTD,$11.90,0.004248,0.004248,0.000000,0.000000,0.000000,"Balance >= $10"
321,0x6a058e759be4f86b3011815ec0dd53c76fe5c8b6,"@boje515",GTD,$11.68,0.004172,0.003286,0.000019,0.000000,0.000868,"Balance >= $10"
322,0x24BdeF7eA755c64EC2e819ee8a5578f2B64D6D96,"@Rechard1992",GTD,$11.62,0.004151,0.004122,0.000000,0.000000,0.000029,"Balance >= $10"
323,0x8a2257Ca871Acea25D850EdC2fd59fc4E0838164,"wagmi_piston",GTD,$11.48,0.004101,0.001602,0.002051,0.000022,0.000426,"Balance >= $10"
324,0x282c2A6899aDDA8e66E66BC33B58A5e9533C485F,"xqxqxq",GTD,$11.21,0.004003,0.004003,0.000000,0.000000,0.000000,"Balance >= $10"
325,0x5EaCDAd5B9C7Ba60BE26aa530bfC1a6D128A071A,"xqxeqwx",GTD,$11.21,0.004003,0.004003,0.000000,0.000000,0.000000,"Balance >= $10"
326,0x0661c7dea76034616b50d955857be8d027727df5,"funk_",GTD,$11.20,0.004000,0.004000,0.000000,0.000000,0.000000,"Balance >= $10"
327,0xc3C3E494DCC65535feae7027dAC91AE5041333Ef,"@archietecture1",GTD,$11.02,0.003937,0.000189,0.000000,0.000000,0.003748,"Balance >= $10"
328,0x850d43ABfE78C272301BB8b1A9A912bf369A9dAD,"Mayowa_tech",GTD,$10.82,0.003866,0.002475,0.000025,0.000000,0.001366,"Balance >= $10"
